sample	chrom	chr_length	chr_bases	chr_mean_depth	chr_min_depth	chr_max_depth	sample_mean_depth_nuclear	chr_depth_norm	chr_log2_norm
Cn141	NC_026756.1	774062	200162433	258.59	0	1648	262.2811626560588	0.9859266955404676	-0.020447709857874245
Cn141	NC_026757.1	756744	198609673	262.45	0	2250	262.2811626560588	1.0006437265346524	9.284022926855841e-4
Cn141	NC_026758.1	942867	240204047	254.76	0	746	262.2811626560588	0.971324045616186	-0.04197541817892052
Cn142	NC_026745.1	2291499	641255324	279.84	0	1770	283.62775585427556	0.9866453272781184	-0.019396527464523253
Cn142	NC_026746.1	1621675	518272145	319.59	0	8996	283.62775585427556	1.1267938112664875	0.17222354507710813
Cn142	NC_026747.1	1575141	447656595	284.2	0	2375	283.62775585427556	1.0020175886665283	0.0029078327439670685
Cn142	NC_026748.1	1084805	303509984	279.78	0	2000	283.62775585427556	0.9864337823966265	-0.019705886325125172
Cn142	NC_026749.1	1814975	510021567	281.01	0	1388	283.62775585427556	0.9907704524672101	-0.013377250843522556
Cn142	NC_026750.1	1422463	401880651	282.52	0	992	283.62775585427556	0.9960943319847556	-0.005645720222214494
Cn142	NC_026751.1	1399503	393705054	281.32	0	1414	283.62775585427556	0.9918634343549181	-0.011786599418268377
Cn142	NC_026752.1	1398693	384440137	274.86	0	9241	283.62775585427556	0.9690871021142927	-0.04530175314701172
Cn142	NC_026753.1	1186808	329687526	277.79	0	1476	283.62775585427556	0.9794175438271461	-0.030004056319002586
Cn142	NC_026754.1	1059964	299106852	282.19	0	2271	283.62775585427556	0.9949308351365503	-0.007331857948433134
Cn142	NC_026755.1	1561994	434359336	278.08	0	2392	283.62775585427556	0.9804400107543567	-0.02849873457177556
Cn142	NC_026756.1	774062	217878775	281.47	0	1803	283.62775585427556	0.9923922965586479	-0.011017558528210994
Cn142	NC_026757.1	756744	215185217	284.36	0	2312	283.62775585427556	1.0025817083505066	0.0037198181549549245
Cn142	NC_026758.1	942867	261107513	276.93	0	823	283.62775585427556	0.9763854005257624	-0.0344773716103186
Cn143	NC_026745.1	2291499	526234309	229.65	0	1618	232.283780966083	0.9886613651838758	-0.016451639048071447
Cn143	NC_026746.1	1621675	428196645	264.05	0	7951	232.283780966083	1.1367560787145763	0.18492271880242322
Cn143	NC_026747.1	1575141	366602765	232.74	0	2308	232.283780966083	1.0019640589283487	0.0028307590961890237
Cn143	NC_026748.1	1084805	248212238	228.81	0	1620	232.283780966083	0.9850450989232424	-0.02173831701534717
Cn143	NC_026749.1	1814975	417988030	230.3	0	1179	232.283780966083	0.991459666456985	-0.012374011476169825
Cn143	NC_026750.1	1422463	328180355	230.71	0	970	232.283780966083	0.9932247487984847	-0.009807884395568036
Cn143	NC_026751.1	1399503	322358886	230.34	0	1277	232.283780966083	0.9916318696122532	-0.012123456588272139
Cn143	NC_026752.1	1398693	314706618	225	0	4548	232.283780966083	0.968642748383941	-0.04596342116461606
Cn143	NC_026753.1	1186808	271050632	228.39	0	1383	232.283780966083	0.9832369657929257	-0.024388938570991076
Cn143	NC_026754.1	1059964	242657795	228.93	0	1687	232.283780966083	0.9855617083890472	-0.020981890184077277
Cn143	NC_026755.1	1561994	354428914	226.91	0	2015	232.283780966083	0.9768654490480003	-0.033768232140071824
Cn143	NC_026756.1	774062	177690540	229.56	0	1528	232.283780966083	0.9882739080845223	-0.017017143089109184
Cn143	NC_026757.1	756744	176432026	233.15	0	1865	232.283780966083	1.0037291412698484	0.005370007070879236
Cn143	NC_026758.1	942867	213377984	226.31	0	724	232.283780966083	0.9742824017189765	-0.03758808797268814
Cn144	NC_026745.1	2291499	536894232	234.3	0	1626	238.00927792119853	0.9844154061824992	-0.022660858617938207
Cn144	NC_026746.1	1621675	452981472	279.33	0	10358	238.00927792119853	1.173609711519238	0.23095271435048725
Cn144	NC_026747.1	1575141	369812091	234.78	0	1633	238.00927792119853	0.9864321342873545	-0.01970829674648566
Cn144	NC_026748.1	1084805	254347950	234.46	0	1668	238.00927792119853	0.9850876488841177	-0.02167599977543262
Cn144	NC_026749.1	1814975	424887546	234.1	0	1100	238.00927792119853	0.9835751028054762	-0.023892878369060892
Cn144	NC_026750.1	1422463	335834933	236.09	0	899	238.00927792119853	0.9919361214068555	-0.01168087780026589
Cn144	NC_026751.1	1399503	329178348	235.21	0	1326	238.00927792119853	0.9882387865479542	-0.017068414873781454
Cn144	NC_026752.1	1398693	322689197	230.71	0	9535	238.00927792119853	0.9693319605649355	-0.04493727460762636
Cn144	NC_026753.1	1186808	276728596	233.17	0	1367	238.00927792119853	0.979667692102319	-0.029635631636480884
Cn144	NC_026754.1	1059964	250741493	236.56	0	1838	238.00927792119853	0.9939108343428597	-0.008811664248111866
Cn144	NC_026755.1	1561994	362451739	232.04	0	1923	238.00927792119853	0.9749199780221388	-0.03664428838253226
Cn144	NC_026756.1	774062	180728478	233.48	0	1575	238.00927792119853	0.9809701623367048	-0.02771883948619693
Cn144	NC_026757.1	756744	180414726	238.41	0	1958	238.00927792119853	1.0016836405803229	0.002426937443498557
Cn144	NC_026758.1	942867	218588404	231.83	0	705	238.00927792119853	0.9740376594762646	-0.03795054220055977
Cn145	NC_026745.1	2291499	597400683	260.7	0	1329	277.4313533824995	0.9396919159334105	-0.08974025746781825
Cn145	NC_026746.1	1621675	708692654	437.01	0	10974	277.4313533824995	1.5752004763408505	0.655535452623358
Cn145	NC_026747.1	1575141	409570138	260.02	0	2031	277.4313533824995	0.9372408591523029	-0.0935082448140607
Cn145	NC_026748.1	1084805	279111766	257.29	0	2117	277.4313533824995	0.9274005870752098	-0.10873545490101211
Cn145	NC_026749.1	1814975	476446866	262.51	0	1881	277.4313533824995	0.9462160523654759	-0.07975845879827288
Cn145	NC_026750.1	1422463	371327255	261.05	0	1065	277.4313533824995	0.9409534892766276	-0.08780468165544675
Cn145	NC_026751.1	1399503	367132800	262.33	0	2326	277.4313533824995	0.9455672432175357	-0.08074803702227117
Cn145	NC_026752.1	1398693	358239334	256.12	0	9699	277.4313533824995	0.9231833276135983	-0.11531092526529307
Cn145	NC_026753.1	1186808	305758260	257.63	0	2003	277.4313533824995	0.9286261154657635	-0.10683024094471105
Cn145	NC_026754.1	1059964	276985926	261.32	0	2903	277.4313533824995	0.9419267029985379	-0.08631329548959221
Cn145	NC_026755.1	1561994	404203237	258.77	0	3399	277.4313533824995	0.9327352400693848	-0.10046046937860544
Cn145	NC_026756.1	774062	200747684	259.34	0	2456	277.4313533824995	0.9347898023711955	-0.09728609905155328
Cn145	NC_026757.1	756744	220843199	291.83	0	2372	277.4313533824995	1.0518998535744042	0.07299735897525603
Cn145	NC_026758.1	942867	264549439	280.58	0	1006	277.4313533824995	1.0113492818281409	0.016281335654444697
Cn146	NC_026745.1	2291499	570512439	248.97	0	1761	275.2276119882953	0.9045967379558852	-0.14465330137586804
Cn146	NC_026746.1	1621675	689416229	425.13	0	10406	275.2276119882953	1.544648797875991	0.6272788542078604
Cn146	NC_026747.1	1575141	399495820	253.63	0	2616	275.2276119882953	0.9215281786871959	-0.11789981331708406
Cn146	NC_026748.1	1084805	268288718	247.32	0	1964	275.2276119882953	0.8986016999287044	-0.1542463038067901
Cn146	NC_026749.1	1814975	453459365	249.84	0	1611	275.2276119882953	0.9077577580065805	-0.1396207400466294
Cn146	NC_026750.1	1422463	355670056	250.04	0	982	275.2276119882953	0.9084844292826024	-0.13846630688837575
Cn146	NC_026751.1	1399503	349652318	249.84	0	2178	275.2276119882953	0.9077577580065805	-0.1396207400466294
Cn146	NC_026752.1	1398693	342544194	244.9	0	11914	275.2276119882953	0.8898089774888392	-0.16843244061586202
Cn146	NC_026753.1	1186808	342322093	288.44	0	1612	275.2276119882953	1.0480053142788108	0.067646032585523
Cn146	NC_026754.1	1059964	264912396	249.93	0	2055	275.2276119882953	0.9080847600807904	-0.1391011308060443
Cn146	NC_026755.1	1561994	386036212	247.14	0	1975	275.2276119882953	0.8979476957802847	-0.15529668247778963
Cn146	NC_026756.1	774062	192046459	248.1	0	2166	275.2276119882953	0.9014357179051898	-0.14970347928740946
Cn146	NC_026757.1	756744	353163031	466.69	0	2588	275.2276119882953	1.6956510890333456	0.7618393397674303
Cn146	NC_026758.1	942867	231858607	245.91	0	743	275.2276119882953	0.8934786674327498	-0.16249481078722727
Cn147	NC_026745.1	2291499	571768026	249.52	0	1396	268.6071879631953	0.9289401444989974	-0.10634245416367176
Cn147	NC_026746.1	1621675	535632807	330.3	0	17290	268.6071879631953	1.2296766981725666	0.2982790576350637
Cn147	NC_026747.1	1575141	394268648	250.31	0	1695	268.6071879631953	0.9318812422633217	-0.10178198347821674
Cn147	NC_026748.1	1084805	268469896	247.48	0	1114	268.6071879631953	0.9213454110316281	-0.11818597292418688
Cn147	NC_026749.1	1814975	458376668	252.55	0	2313	268.6071879631953	0.9402205574431781	-0.08892887021925877
Cn147	NC_026750.1	1422463	360076637	253.14	0	1513	268.6071879631953	0.9424170734950151	-0.08556241859731674
Cn147	NC_026751.1	1399503	353815274	252.81	0	1775	268.6071879631953	0.9411885136694114	-0.0874443809691131
Cn147	NC_026752.1	1398693	347283616	248.29	0	2390	268.6071879631953	0.9243609669672012	-0.11347175454503114
Cn147	NC_026753.1	1186808	298077705	251.16	0	1846	268.6071879631953	0.9350457145413922	-0.09689119456095852
Cn147	NC_026754.1	1059964	269041298	253.82	0	1423	268.6071879631953	0.9449486513174715	-0.08169215973606182
Cn147	NC_026755.1	1561994	390196929	249.81	0	2544	268.6071879631953	0.9300197879821037	-0.10466668219363881
Cn147	NC_026756.1	774062	392384699	506.92	0	1993	268.6071879631953	1.8872168084699894	0.9162601730903467
Cn147	NC_026757.1	756744	194298966	256.76	0	2446	268.6071879631953	0.955894002491033	-0.06507744588516545
Cn147	NC_026758.1	942867	240619060	255.2	0	3572	268.6071879631953	0.950086265133633	-0.07386958288559217
Cn148	NC_026745.1	2291499	515005844	224.75	0	1602	229.62668524957635	0.9787625499872717	-0.03096919369612782
Cn148	NC_026746.1	1621675	454378597	280.19	0	12832	229.62668524957635	1.2201979038083812	0.2871151573683723
Cn148	NC_026747.1	1575141	367195459	233.12	0	4370	229.62668524957635	1.015213017366108	0.021782473079212675
Cn148	NC_026748.1	1084805	242550164	223.59	0	1658	229.62668524957635	0.9737108723099182	-0.03843464394269334
Cn148	NC_026749.1	1814975	408495820	225.07	0	1147	229.62668524957635	0.9801561162430934	-0.028916539341210596
Cn148	NC_026750.1	1422463	319923085	224.91	0	847	229.62668524957635	0.9794593331151826	-0.02994250145628363
Cn148	NC_026751.1	1399503	314933329	225.03	0	1192	229.62668524957635	0.9799819204611158	-0.029172961477568975
Cn148	NC_026752.1	1398693	305524144	218.44	0	6110	229.62668524957635	0.9512831653802877	-0.07205324751103595
Cn148	NC_026753.1	1186808	264756222	223.08	0	1272	229.62668524957635	0.9714898760897024	-0.04172913334466189
Cn148	NC_026754.1	1059964	240754911	227.13	0	1843	229.62668524957635	0.9891271990149456	-0.015772035391183555
Cn148	NC_026755.1	1561994	347081648	222.2	0	2014	229.62668524957635	0.9676575688861926	-0.047431492708845495
Cn148	NC_026756.1	774062	173827908	224.57	0	1356	229.62668524957635	0.977978668968372	-0.0321250964881328
Cn148	NC_026757.1	756744	174151655	230.13	0	3070	229.62668524957635	1.002191882663274	0.0031587576986613877
Cn148	NC_026758.1	942867	209343243	222.03	0	648	229.62668524957635	0.9669172368127873	-0.04853568724286442
Cn149	NC_026745.1	2291499	640395010	279.47	0	1854	281.2490697120081	0.9936743978786141	-0.00915490056374908
Cn149	NC_026746.1	1621675	534595626	329.66	0	12733	281.2490697120081	1.1721283214823197	0.22913052081144974
Cn149	NC_026747.1	1575141	450094962	285.75	0	4712	281.2490697120081	1.016003360624804	0.022905174106851042
Cn149	NC_026748.1	1084805	296003846	272.86	0	1743	281.2490697120081	0.9701720979180543	-0.043687406566857885
Cn149	NC_026749.1	1814975	510636212	281.35	0	1902	281.2490697120081	1.000358864433206	5.176390625675991e-4
Cn149	NC_026750.1	1422463	395086865	277.75	0	850	281.2490697120081	0.9875588220946256	-0.018061412718535362
Cn149	NC_026751.1	1399503	382843875	273.56	0	1686	281.2490697120081	0.9726609950394448	-0.03999102985636268
Cn149	NC_026752.1	1398693	376182991	268.95	0	11648	281.2490697120081	0.9562698297114296	-0.0645103354054587
Cn149	NC_026753.1	1186808	322923428	272.09	0	1621	281.2490697120081	0.9674343110845245	-0.047764389485550826
Cn149	NC_026754.1	1059964	297277086	280.46	0	1959	281.2490697120081	0.9971944095217234	-0.0040533000823106775
Cn149	NC_026755.1	1561994	426756977	273.21	0	2048	281.2490697120081	0.9714165464787494	-0.041838034385796474
Cn149	NC_026756.1	774062	215188061	278	0	2086	281.2490697120081	0.9884477139236937	-0.01676344138411997
Cn149	NC_026757.1	756744	210880206	278.67	0	5119	281.2490697120081	0.9908299440255962	-0.013290625733398306
Cn149	NC_026758.1	942867	254265312	269.67	0	789	281.2490697120081	0.9588298381791457	-0.06065328944300328
Cn150	NC_026745.1	2291499	599102015	261.45	0	3058	262.22144297610004	0.9970580477044726	-0.004250595582294306
Cn150	NC_026746.1	1621675	568263884	350.42	0	21755	262.22144297610004	1.3363514288644152	0.41829945242943833
Cn150	NC_026747.1	1575141	401339557	254.8	0	1930	262.22144297610004	0.9716978028498743	-0.04142038817283508
Cn150	NC_026748.1	1084805	272282471	251	0	2164	262.22144297610004	0.9572062343615323	-0.06309830159100122
Cn150	NC_026749.1	1814975	440206952	242.54	0	3861	262.22144297610004	0.9249434266216974	-0.1125629677755201
Cn150	NC_026750.1	1422463	366713611	257.8	0	1338	262.22144297610004	0.9831385148143548	-0.024533402067484462
Cn150	NC_026751.1	1399503	358433490	256.11	0	3006	262.22144297610004	0.9766935804076975	-0.03402208066161666
Cn150	NC_026752.1	1398693	344549177	246.34	0	1927	262.22144297610004	0.9394349951100394	-0.09013475812438375
Cn150	NC_026753.1	1186808	305256580	257.21	0	3114	262.22144297610004	0.9808885081280069	-0.027838931849421298
Cn150	NC_026754.1	1059964	275578977	259.99	0	2278	262.22144297610004	0.9914902345484256	-0.012329531851231416
Cn150	NC_026755.1	1561994	393548336	251.95	0	3595	262.22144297610004	0.9608291264836177	-0.057648209459382906
Cn150	NC_026756.1	774062	198094614	255.92	0	2323	262.22144297610004	0.9759690019832803	-0.035092768200824034
Cn150	NC_026757.1	756744	192344033	254.17	0	2952	262.22144297610004	0.9692952533373334	-0.044991908458686544
Cn150	NC_026758.1	942867	237962191	252.38	0	858	262.22144297610004	0.9624689618651934	-0.05518807812511126
Cn151	NC_026745.1	2291499	610243937	266.31	0	1277	270.5624871335548	0.9842827910897505	-0.022855223744304588
Cn151	NC_026746.1	1621675	528310798	325.78	0	13560	270.5624871335548	1.2040841413436179	0.26793621108241417
Cn151	NC_026747.1	1575141	417774672	265.23	0	2241	270.5624871335548	0.9802911069082443	-0.028717859814225716
Cn151	NC_026748.1	1084805	287283266	264.82	0	1829	270.5624871335548	0.9787757453208206	-0.03094974391849673
Cn151	NC_026749.1	1814975	484480315	266.93	0	976	270.5624871335548	0.9865743134902448	-0.01950036916316381
Cn151	NC_026750.1	1422463	380934252	267.8	0	862	270.5624871335548	0.9897898368586804	-0.014805866168865485
Cn151	NC_026751.1	1399503	373435450	266.83	0	1456	270.5624871335548	0.9862047131030682	-0.020040947347279844
Cn151	NC_026752.1	1398693	365818177	261.54	0	8053	270.5624871335548	0.9666528526214313	-0.04893021730538457
Cn151	NC_026753.1	1186808	312115551	262.99	0	1777	270.5624871335548	0.9720120582354905	-0.04095388368116324
Cn151	NC_026754.1	1059964	283661195	267.61	0	1924	270.5624871335548	0.9890875961230451	-0.015829799488285456
Cn151	NC_026755.1	1561994	411055732	263.16	0	2195	270.5624871335548	0.9726403788936907	-0.04002160898578844
Cn151	NC_026756.1	774062	205759236	265.82	0	1647	270.5624871335548	0.9824717491925856	-0.02551217136928548
Cn151	NC_026757.1	756744	202430092	267.5	0	2400	270.5624871335548	0.9886810356971508	-0.01642293531730445
Cn151	NC_026758.1	942867	247945490	262.97	0	765	270.5624871335548	0.9719381381580553	-0.041063602674362945
Cn152	NC_026745.1	2291499	597661077	260.82	0	2458	264.972195562239	0.9843296933346967	-0.02278647924863711
Cn152	NC_026746.1	1621675	507449937	312.92	0	12347	264.972195562239	1.180954097225264	0.23995288938156445
Cn152	NC_026747.1	1575141	420320192	266.85	0	3944	264.972195562239	1.0070867980460234	0.010188030627799665
Cn152	NC_026748.1	1084805	281301196	259.31	0	1894	264.972195562239	0.978630982204663	-0.031163137514449962
Cn152	NC_026749.1	1814975	473904153	261.11	0	1398	264.972195562239	0.9854241477901338	-0.021183269603999758
Cn152	NC_026750.1	1422463	371870363	261.43	0	936	264.972195562239	0.9866318216719951	-0.019416275801434627
Cn152	NC_026751.1	1399503	364360661	260.35	0	1422	264.972195562239	0.9825559223207129	-0.025388573970266615
Cn152	NC_026752.1	1398693	356896000	255.16	0	9473	264.972195562239	0.9629689615492724	-0.054438797068465085
Cn152	NC_026753.1	1186808	306038180	257.87	0	1522	264.972195562239	0.9731964497362865	-0.03919703761677017
Cn152	NC_026754.1	1059964	279179283	263.39	0	2519	264.972195562239	0.9940288241983964	-0.008640408165034443
Cn152	NC_026755.1	1561994	402379488	257.61	0	2298	264.972195562239	0.9722152147072741	-0.04065238309065893
Cn152	NC_026756.1	774062	200350514	258.83	0	1665	264.972195562239	0.9768194713818708	-0.033836136386284084
Cn152	NC_026757.1	756744	202363025	267.41	0	5352	264.972195562239	1.009200227339281	0.013212436418147535
Cn152	NC_026758.1	942867	241566817	256.2	0	732	264.972195562239	0.9668939016653221	-0.0485705050188698
Cn153	NC_026745.1	2291499	511913052	223.4	0	2192	226.64287168099972	0.9856917111182563	-0.020791600806620462
Cn153	NC_026746.1	1621675	433021992	267.02	0	10322	226.64287168099972	1.1781530917761718	0.23652701828198952
Cn153	NC_026747.1	1575141	358623205	227.68	0	3126	226.64287168099972	1.0045760464968871	0.006586780349184739
Cn153	NC_026748.1	1084805	238870127	220.2	0	1454	226.64287168099972	0.971572581863205	-0.041606317725566506
Cn153	NC_026749.1	1814975	407289379	224.4	0	1198	226.64287168099972	0.9901039390104598	-0.014348110681142402
Cn153	NC_026750.1	1422463	319221782	224.41	0	717	226.64287168099972	0.9901480612893818	-0.014283820890757713
Cn153	NC_026751.1	1399503	310332778	221.74	0	1019	226.64287168099972	0.9783674128171985	-0.03155174309684755
Cn153	NC_026752.1	1398693	304103120	217.42	0	9025	226.64287168099972	0.9593065883228794	-0.059936129732392485
Cn153	NC_026753.1	1186808	262522823	221.2	0	1099	226.64287168099972	0.9759848097554086	-0.03506940105522835
Cn153	NC_026754.1	1059964	241270407	227.62	0	2195	226.64287168099972	1.004311312823355	0.006206540055073526
Cn153	NC_026755.1	1561994	344037315	220.26	0	1724	226.64287168099972	0.9718373155367374	-0.04121326635659412
Cn153	NC_026756.1	774062	173136681	223.67	0	1342	226.64287168099972	0.9868830126491511	-0.019049020412507577
Cn153	NC_026757.1	756744	171939311	227.21	0	4192	226.64287168099972	1.0025022993875516	0.0036055457188125173
Cn153	NC_026758.1	942867	205272259	217.71	0	585	226.64287168099972	0.9605861344116186	-0.058013110755060264
Cn154	NC_026745.1	2291499	572179519	249.7	0	1761	251.04003114043672	0.9946620818426879	-0.007721615112652271
Cn154	NC_026746.1	1621675	490188932	302.27	0	13136	251.04003114043672	1.2040709150123718	0.2679203636290306
Cn154	NC_026747.1	1575141	389816077	247.48	0	1667	251.04003114043672	0.9858188707025567	-0.020605497314589806
Cn154	NC_026748.1	1084805	265737031	244.96	0	1775	251.04003114043672	0.9757806310299754	-0.03537124842843888
Cn154	NC_026749.1	1814975	449524929	247.68	0	1047	251.04003114043672	0.9866155563908569	-0.019440059783816452
Cn154	NC_026750.1	1422463	353221805	248.32	0	1038	251.04003114043672	0.9891649505934171	-0.015716973741099174
Cn154	NC_026751.1	1399503	344781501	246.36	0	1278	251.04003114043672	0.9813574308480761	-0.027149403098468545
Cn154	NC_026752.1	1398693	337335567	241.18	0	5642	251.04003114043672	0.9607232715211033	-0.05780716055515961
Cn154	NC_026753.1	1186808	289361723	243.82	0	1421	251.04003114043672	0.9712395226066647	-0.04210096457415735
Cn154	NC_026754.1	1059964	262806256	247.94	0	2019	251.04003114043672	0.987651247785647	-0.01792639711870848
Cn154	NC_026755.1	1561994	380037443	243.3	0	2108	251.04003114043672	0.9691681398170845	-0.04518111610243513
Cn154	NC_026756.1	774062	190446238	246.03	0	1530	251.04003114043672	0.9800428994623809	-0.02908319312172197
Cn154	NC_026757.1	756744	188821219	249.52	0	2080	251.04003114043672	0.9939450647232179	-0.008761978554074767
Cn154	NC_026758.1	942867	228187439	242.01	0	741	251.04003114043672	0.9640295171275487	-0.052850774613041406
Cn155	NC_026745.1	2291499	535178265	233.55	0	1271	236.05450561010096	0.9893901385036992	-0.015388575017581117
Cn155	NC_026746.1	1621675	439229715	270.85	0	8830	236.05450561010096	1.1474044916023418	0.19837407065327842
Cn155	NC_026747.1	1575141	367218634	233.13	0	1614	236.05450561010096	0.9876108884151888	-0.01798535259864634
Cn155	NC_026748.1	1084805	251279067	231.64	0	1310	236.05450561010096	0.9812987869107123	-0.027235618215382767
Cn155	NC_026749.1	1814975	425558260	234.47	0	1044	236.05450561010096	0.9932875434594833	-0.00971667575175512
Cn155	NC_026750.1	1422463	335189987	235.64	0	711	236.05450561010096	0.9982440258489045	-0.002535562042512174
Cn155	NC_026751.1	1399503	325928474	232.89	0	1215	236.05450561010096	0.9865941740788973	-0.019471326764666678
Cn155	NC_026752.1	1398693	316445310	226.24	0	9635	236.05450561010096	0.9584227143441528	-0.06126599489573784
Cn155	NC_026753.1	1186808	275481401	232.12	0	1215	236.05450561010096	0.9833322155832954	-0.02424918615178217
Cn155	NC_026754.1	1059964	250685021	236.5	0	1437	236.05450561010096	1.001887252220616	0.002720163408983219
Cn155	NC_026755.1	1561994	361329277	231.33	0	2040	236.05450561010096	0.9799855308930024	-0.029167646336060084
Cn155	NC_026756.1	774062	181019561	233.86	0	1484	236.05450561010096	0.990703394521409	-0.013474899536734824
Cn155	NC_026757.1	756744	178752688	236.21	0	2284	236.05450561010096	1.000658722397597	9.500226700711657e-4
Cn155	NC_026758.1	942867	216055564	229.15	0	724	236.05450561010096	0.9707503756716876	-0.04282773444346178
Cn156	NC_026745.1	2291499	522026777	227.81	0	2794	227.47598349135495	1.0014683594440101	0.0021168411263470565
Cn156	NC_026746.1	1621675	458728350	282.87	0	13734	227.47598349135495	1.2435158897147938	0.31442494250960146
Cn156	NC_026747.1	1575141	350044416	222.23	0	2121	227.47598349135495	0.9769382973497317	-0.03366064929416162
Cn156	NC_026748.1	1084805	238111468	219.5	0	2712	227.47598349135495	0.9649370304111332	-0.05149329642137896
Cn156	NC_026749.1	1814975	409522411	225.64	0	4259	227.47598349135495	0.9919288908517908	-0.011691394126598866
Cn156	NC_026750.1	1422463	318411996	223.85	0	4111	227.47598349135495	0.9840599282803287	-0.023181917940555283
Cn156	NC_026751.1	1399503	310607209	221.94	0	1612	227.47598349135495	0.9756634374917854	-0.03554452988631045
Cn156	NC_026752.1	1398693	309892067	221.56	0	10418	227.47598349135495	0.9739929314710281	-0.03801679256814114
Cn156	NC_026753.1	1186808	261302674	220.17	0	1428	227.47598349135495	0.9678823962898367	-0.04709633312796578
Cn156	NC_026754.1	1059964	241157607	227.51	0	2028	227.47598349135495	1.000149538901307	2.1572290225479413e-4
Cn156	NC_026755.1	1561994	339611554	217.42	0	3491	227.47598349135495	0.9557932079817246	-0.06522957928655673
Cn156	NC_026756.1	774062	169341591	218.77	0	7069	227.47598349135495	0.9617279004238889	-0.05629932171995934
Cn156	NC_026757.1	756744	161987553	214.06	0	2822	227.47598349135495	0.9410224179034495	-0.08769900231305307
Cn156	NC_026758.1	942867	206547034	219.06	0	1710	227.47598349135495	0.9630027602818352	-0.054388161575421236
Cn157	NC_026745.1	2291499	524927590	229.08	0	1268	231.72586283989583	0.9885819269050521	-0.016567563286060724
Cn157	NC_026746.1	1621675	432653854	266.79	0	8724	231.72586283989583	1.151317322677662	0.20328551962036626
Cn157	NC_026747.1	1575141	361141176	229.28	0	1587	231.72586283989583	0.9894450157184841	-0.015308557149008917
Cn157	NC_026748.1	1084805	247443966	228.1	0	1460	231.72586283989583	0.984352791719235	-0.022752625211655057
Cn157	NC_026749.1	1814975	416344332	229.39	0	1024	231.72586283989583	0.9899197145658716	-0.014616571810790837
Cn157	NC_026750.1	1422463	327537775	230.26	0	779	231.72586283989583	0.993674150904301	-0.009155259140624757
Cn157	NC_026751.1	1399503	321301712	229.58	0	1249	231.72586283989583	0.9907396489386321	-0.013422105621596498
Cn157	NC_026752.1	1398693	311703221	222.85	0	6203	231.72586283989583	0.9616967103666441	-0.05634611091113811
Cn157	NC_026753.1	1186808	271543683	228.8	0	1290	231.72586283989583	0.9873736025662472	-0.018332019745402862
Cn157	NC_026754.1	1059964	243139716	229.38	0	1476	231.72586283989583	0.9898765601252	-0.014679465855349872
Cn157	NC_026755.1	1561994	354031528	226.65	0	2055	231.72586283989583	0.9780953978218528	-0.031952910637806954
Cn157	NC_026756.1	774062	175822596	227.14	0	1305	231.72586283989583	0.9802099654147612	-0.028837280743882678
Cn157	NC_026757.1	756744	176448667	233.17	0	2197	231.72586283989583	1.006232093139737	0.00896310932080051
Cn157	NC_026758.1	942867	213538182	226.48	0	806	231.72586283989583	0.9773617723304355	-0.03303541750540764
Cn158	NC_026745.1	2291499	606070423	264.49	0	1991	264.3401011254292	1.0005670682349466	8.178746569445456e-4
Cn158	NC_026746.1	1621675	505681324	311.83	0	11425	264.3401011254292	1.1796545384993888	0.23836442860056412
Cn158	NC_026747.1	1575141	409424762	259.93	0	2223	264.3401011254292	0.983316564128359	-0.024272149353603358
Cn158	NC_026748.1	1084805	281058564	259.09	0	1467	264.3401011254292	0.9801388396876717	-0.028941968984597468
Cn158	NC_026749.1	1814975	473909809	261.11	0	1111	264.3401011254292	0.9877805103664672	-0.017737591320868638
Cn158	NC_026750.1	1422463	372499868	261.87	0	811	264.3401011254292	0.9906555943842318	-0.013544509356317116
Cn158	NC_026751.1	1399503	364065749	260.14	0	1396	264.3401011254292	0.9841109952385306	-0.023107052443369736
Cn158	NC_026752.1	1398693	356798030	255.09	0	8360	264.3401011254292	0.9650068185415422	-0.051388958681446745
Cn158	NC_026753.1	1186808	307012495	258.69	0	1555	264.3401011254292	0.9786256375730588	-0.031171016576840644
Cn158	NC_026754.1	1059964	278692815	262.93	0	1795	264.3401011254292	0.994665579987956	-0.007716541280998023
Cn158	NC_026755.1	1561994	399359147	255.67	0	1918	264.3401011254292	0.967200961607731	-0.048112415947539365
Cn158	NC_026756.1	774062	201376669	260.16	0	1545	264.3401011254292	0.9841866553442614	-0.022996139889719745
Cn158	NC_026757.1	756744	196311958	259.42	0	2373	264.3401011254292	0.9813872314322275	-0.027105593879877557
Cn158	NC_026758.1	942867	241438255	256.07	0	761	264.3401011254292	0.968714163722344	-0.04585705918870943
Cn159	NC_026745.1	2291499	573089875	250.09	0	1557	253.41918956627038	0.9868629144779119	-0.019078401632836212
Cn159	NC_026746.1	1621675	473969610	292.27	0	9496	253.41918956627038	1.1533065057157794	0.20577597830764371
Cn159	NC_026747.1	1575141	405291774	257.31	0	4216	253.41918956627038	1.0153532589240333	0.021981753253250275
Cn159	NC_026748.1	1084805	269026756	248	0	1835	253.41918956627038	0.9786157095066661	-0.031185652658560256
Cn159	NC_026749.1	1814975	454940849	250.66	0	1276	253.41918956627038	0.9891121521973424	-0.01579398214815657
Cn159	NC_026750.1	1422463	357752209	251.5	0	1004	253.41918956627038	0.9924268183101876	-0.010967373239908306
